"Title","Date","Affiliations","Description","Response","Victims","Sponsor","Type","Category","Response_type","link","state_victim","state_cat","date_orig","Year"
"Estonian denial of service incident",2007-05-16,NA,"In April 2007, Russia-based attackers launched a series of denial of service attacks against Estonian public and private sector organizations in response to the government's removal of a Soviet war monument from downtown Tallinn. For three weeks, threat actors targeted state and commercial websites, ranging from foreign and defense ministries to banks and media outlets, by overloading their bandwidth and flooding their servers with junk traffic, rendering them inaccessible to the public. In order to mitigate the onslaught, Estonia briefly closed its digital borders and blocked all international web traffic.

This series of denial of service operations in Estonia in 2007 was the first time that a foreign actor threatened another nation’s security and political independence primarily through cyber operations.","Denouncement   http://www.csmonitor.com/2007/0517/p99s01-duts.html","Estonia","Russian Federation","Denial of service","Military","Denouncement ","http://www.csmonitor.com/2007/0517/p99s01-duts.html  ",TRUE,"Super Power","2007-05-16",2007
"Compromise of German government networks",2007-08-27,NA,"Threat actors compromised computers in the chancellery and in the foreign, economic, and research ministries.","Denouncement   http://www.spiegel.de/international/world/espionage-report-merkel-s-china-visit-marred-by-hacking-allegations-a-502169.html","German Chancellery, Ministry of Foreign Affairs, Ministry for Economic Affairs and Energy, Ministry of Education and Research","China","Espionage","Government","Denouncement ","http://www.spiegel.de/international/world/espionage-report-merkel-s-china-visit-marred-by-hacking-allegations-a-502169.html  ",TRUE,"Super Power","2007-08-27",2007
"Compromise of French Defense Ministry website",2007-09-09,NA,"A compromise of the French Defense Ministry's website",NA,"French Defence Ministry","China","Espionage","Military","   ","   ",TRUE,"Super Power","2007-09-09",2007
"Attempted compromise of Australian and New Zealand government computers",2007-09-12,NA,"An attempted compromise of government computer systems",NA,"Australia, New Zealand","China","Espionage","Government","   ","   ",TRUE,"Super Power","2007-09-12",2007
"Compromise at the Department of Homeland Security",2007-09-24,NA,"Threat actors exfiltrated unclassified information from Department of Homeland Security (DHS) computers to Chinese servers. Threat actors are believed to have penetrated the DHS network through a U.S. contractor.",NA,"U.S. Department of Homeland Security","China","Espionage","Military","   ","   ",TRUE,"Super Power","2007-09-24",2007
"Attack on the Syrian Air Force",2007-10-04,NA,"A threat actor disrupts Syrian radar and air defense systems, rendering them ineffective and paving the way for an air strike. This was possibly a case of electronic warfare instead of a cyber operation.",NA,"Syrian Arab Air Force","Israel","Denial of service","Military","   ","   ",TRUE,"Middle Power","2007-10-04",2007
"Compromise of Chinese government computers",2007-10-23,NA,"The Chinese government accused Taiwan's intelligence agency of compromising Chinese government computers.",NA,"China Aerospace Science & Industry Corporation, National Defense Research Institutes, Military Industrial Labs, Ministry of Foreign Affairs","Taiwan, United States","Denial of service","Government","   ","   ",TRUE,"Super Power","2007-10-23",2007
"Targeting of U.S. National Laboratories",2007-12-07,NA,"Phishing attempts were made at several U.S. Department of Energy National Laboratories, and at least one was successful against the Oak Ridge National Laboratory.",NA,"Oak Ridge National Laboratory, Los Alamos National Laboratory, Lawrence Livermore National Laboratory, U.S. Department of Energy, National Nuclear Security Administration","China","Espionage","Government","   ","   ",TRUE,"Super Power","2007-12-07",2007
"Compromise of National Defense University",2007-01-12,NA,"During routine maintenance, the National Defense University discovered malware that gave threat actors persistent access to its network.",NA,"National Defense University","China","Espionage","Military","   ","   ",TRUE,"Super Power","2007-01-12",2007
"Secretary of defense email incident",2007-06-22,NA,"A DDoS and defacement attack targeted Estonian government websites, news outlets, and financial institutions.",NA,"U.S. Department of Defense","China","Espionage","Military","   ","   ",TRUE,"Super Power","2007-06-22",2007
"Compromise at the State Department",2006-07-11,NA,"Threat actors exfiltrated sensitive but unclassified information.",NA,"U.S. Department of State","China","Espionage","Government","   ","   ",TRUE,"Super Power","2006-07-11",2006
"Compromise of the Pentagon’s NIPRNet",2006-08-17,NA,"Threat actors accessed unclassified information and email and probed the Pentagon network.",NA,"U.S. Department of Defense","China","Espionage","Military","   ","   ",TRUE,"Super Power","2006-08-17",2006
"Compromise at U.S. Naval War College",2006-12-04,NA,"This undefined cyber incident at the U.S. Naval War College led the college to shut down its internal- and external-facing computer networks.",NA,"Naval War College","China","Espionage","Military","   ","   ",TRUE,"Super Power","2006-12-04",2006
"Titan Rain",2005-08-25,"Believed to be partially the work of PLA Unit 61398.","Titan Rain was a string of cyber operations that compromised a number of agencies within the U.S. and UK government. Chinese state-sponsored actors are suspected of breaching the unclassified networks of the U.S. Departments of State, Homeland Security, and Energy, and UK defense and foreign ministries. Although the attacks were first publicly revealed in 2005, the United States reported that they had been ongoing since at least 2003. The United Kingdom reported that the campaign continued as late as 2007.

Titan Rain was the first instance of state-sponsored espionage from China that was made public, triggering a decades-long effort by the U.S. government to reduce the breadth and scope of Chinese cyber operations against U.S. targets.",NA,"U.S. Department of State, U.S. Department of Defense, U.S. Department of Energy, U.S. Department of Homeland Security, NASA, UK Ministry of Defense, UK House of Commons, UK Foreign Office","China","Espionage","Military","   ","   ",TRUE,"Super Power","2005-08-25",2005
"Targeting of sporting and anti-doping organizations ahead of 2020 Tokyo Olympics",NA,"APT 28","Just prior to news reports suggesting that the World Anti-Doping Agency might ban Russian athletes from all international sporting events, APT 28 attacked a number of sporting and anti-doping organizations.",NA,"Sixteen national and international sporting and anti-doping organizations across three continents","Russian Federation","Espionage","Civil society","   ","   ",TRUE,"Super Power",NA,NA
"Trisis",NA,"Also known as Triton and Xenotime","This threat actor targets the Triconex safety instrumented system (SIS) controllers produced by Schneider Electric, as well as a proprietary network communications protocol. SIS controllers maintain safe conditions in an industrial system should other failures occur. In 2017, the U.S. Department of Homeland Security released a malware analysis report on the tools used by this threat actor.",NA,"Saudi Arabia",NA,"Sabotage","Private sector","   ","   ",FALSE,"NA",NA,NA
"Compromises of government embassies, telecommunications companies, and a Russian oil company",NA,"Believed to be the work of MuddyWater.","A group has attacked 131 victims in thirty organizations since September 2018, including unidentified government embassies, telecommunications firms, and a Russian oil and gas company.",NA,"Russian Federation, Pakistan, Saudi Arabia, Turkey, North America","Iran (Islamic Republic of)","Espionage","Government","   ","   ",TRUE,"Middle Power",NA,NA
"Kimusky",NA,"Also known as Thallium and Smoke Screen","This threat actor targeted foreign ministries and think tanks in Europe and the United States using malware hidden in Microsoft Word documents and antiquated file formats.",NA,"France, Slovakia, Stanford University, U.S. Think Tanks, UK Think Tanks",NA,NA,"Government","   ","   ",TRUE,"NA",NA,NA
"Leafminer",NA,NA,"This threat actor targets government organizations and entities in the financial, petrochemical, and transportation sectors for espionage purposes.",NA,"Egypt, Israel, Saudi Arabia, United Arab Emirates, Bahrain, Iran, Azerbaijan, Afghanistan","Iran (Islamic Republic of)",NA,"Private sector","   ","   ",FALSE,"Middle Power",NA,NA
"Allanite",NA,"Believed to be responsible for the targeting of employees of companies that operate U.S. power plants. Also believed to be linked to Crouching Yeti","This threat actor targets business and industrial control networks in the power-utility sector, for the purpose of espionage. In 2017, the U.S. Department of Homeland Security warned U.S. critical infrastructure operators about this threat actor and its capabilities.",NA,"United States, United Kingdom","Russian Federation","Espionage","Private sector","   ","   ",FALSE,"Super Power",NA,NA
